PassengerId,Pclass,Sex,Age,Siblings,Fare,Embarked,relatives,Deck,Title,Age_Class
0,1,Male,58,0,29,Cherbourg,0,B,Mr,58
0,3,Male,30,0,8,Southampton,0,H,Mr,90
1,3,Male,9,1,15,Southampton,2,H,Master,27
0,3,Male,27,1,19,Southampton,1,H,Mr,81
0,3,Male,21,0,7,Southampton,0,H,Mr,63
0,1,Male,55,0,30,Southampton,0,C,Mr,55
0,1,Male,71,0,49,Cherbourg,0,H,Mr,71
0,3,Male,21,0,8,Southampton,0,H,Mr,63
0,3,Male,42,0,14,Cherbourg,0,H,Mr,126
1,1,Female,54,1,78,Cherbourg,1,D,Miss,54
0,3,Male,30,0,15,Southampton,0,H,Mr,90
0,1,Female,25,1,151,Southampton,3,C,Mrs,25
0,3,Male,24,0,7,Southampton,0,H,Mr,72
0,3,Male,17,0,8,Southampton,0,H,Mr,51
0,3,Female,21,0,7,Queenstown,0,H,Miss,63
0,3,Female,35,0,7,Queenstown,0,H,Miss,105
0,3,Female,37,0,9,Southampton,0,H,Miss,111
1,1,Female,16,0,86,Southampton,0,B,Miss,16
0,1,Male,18,1,108,Cherbourg,1,C,Mr,18
1,2,Female,33,0,26,Southampton,2,H,Mrs,66
1,1,Male,20,0,26,Southampton,0,H,Mr,20
0,3,Male,28,0,22,Southampton,0,H,Mr,84
1,3,Male,26,0,56,Southampton,0,H,Mr,78
1,3,Male,29,0,7,Queenstown,0,H,Mr,87
0,3,Male,28,0,8,Southampton,0,H,Mr,84
1,1,Male,36,0,26,Southampton,0,E,Mr,36
1,1,Female,54,1,59,Cherbourg,1,H,Mrs,54
0,3,Male,24,0,7,Southampton,0,H,Mr,72
0,1,Male,47,0,34,Southampton,0,D,Mr,47
1,2,Female,34,0,10,Southampton,0,F,Mrs,68
0,3,Male,17,0,24,Queenstown,0,H,Mr,51
1,2,Female,36,1,26,Southampton,1,H,Mrs,72
0,3,Male,32,0,7,Southampton,0,H,Mr,96
1,1,Female,30,0,93,Southampton,0,B,Miss,30
0,3,Male,22,0,7,Southampton,0,H,Mr,66
0,3,Male,36,0,7,Cherbourg,0,H,Mr,108
1,1,Female,44,0,57,Cherbourg,1,B,Mrs,44
0,3,Male,29,0,7,Cherbourg,0,H,Mr,87
0,3,Male,40,0,7,Queenstown,0,H,Mr,120
1,2,Female,50,0,10,Southampton,0,H,Miss,100
0,1,Male,22,0,221,Southampton,0,C,Mr,22
0,3,Male,39,0,7,Southampton,0,H,Mr,117
0,2,Male,23,2,11,Southampton,3,H,Mr,46
1,2,Female,2,1,26,Southampton,2,H,Miss,4
0,3,Male,17,0,7,Cherbourg,0,H,Mr,51
0,3,Male,17,1,7,Cherbourg,2,H,Mr,51
1,3,Female,40,0,22,Cherbourg,2,H,Mrs,120
0,3,Female,30,0,8,Southampton,0,H,Miss,90
1,2,Female,7,0,26,Southampton,2,H,Miss,14
0,1,Male,45,0,26,Southampton,0,B,Rare,45
1,1,Female,30,0,106,Cherbourg,0,H,Miss,30
0,3,Male,17,0,14,Southampton,0,H,Mr,51
1,1,Female,22,0,49,Cherbourg,2,B,Miss,22
1,1,Female,36,0,71,Southampton,2,B,Miss,36
0,3,Female,9,4,31,Southampton,6,H,Miss,27
0,3,Female,11,4,31,Southampton,6,H,Miss,33
1,2,Male,32,1,26,Southampton,1,H,Mr,64
0,1,Male,50,1,106,Cherbourg,1,C,Mr,50
0,1,Male,64,0,26,Southampton,0,H,Mr,64
1,2,Female,19,1,26,Southampton,1,H,Mrs,38
1,2,Male,35,0,13,Cherbourg,0,H,Mr,70
0,3,Male,33,1,20,Southampton,2,H,Mr,99
1,2,Male,8,1,36,Southampton,2,H,Master,16
1,1,Male,17,0,110,Cherbourg,2,C,Mr,17
0,2,Male,27,0,26,Southampton,0,H,Mr,54
0,3,Male,29,0,7,Queenstown,0,H,Mr,87
1,3,Male,22,0,7,Cherbourg,0,H,Mr,66
1,3,Female,22,0,7,Southampton,0,H,Miss,66
0,1,Male,62,0,26,Southampton,0,H,Mr,62
1,1,Female,48,1,39,Cherbourg,1,A,Rare,48
0,1,Male,25,0,227,Cherbourg,0,H,Mr,25
1,1,Female,39,1,79,Southampton,2,E,Mrs,39
1,3,Female,36,1,17,Southampton,1,H,Mrs,108
0,3,Male,18,0,7,Queenstown,0,H,Mr,54
0,3,Male,40,0,7,Southampton,0,H,Mr,120
0,2,Male,28,0,13,Southampton,0,H,Mr,56
0,3,Male,19,0,8,Southampton,0,H,Mr,57
0,3,Female,42,0,8,Southampton,0,H,Miss,126
0,3,Male,24,2,24,Southampton,2,H,Mr,72
0,3,Male,19,0,7,Southampton,0,H,Mr,57
0,3,Female,29,0,21,Southampton,4,H,Mrs,87
0,3,Male,23,0,7,Cherbourg,0,H,Mr,69
1,3,Male,32,0,7,Southampton,0,H,Mr,96
1,2,Male,62,0,10,Southampton,0,H,Mr,124
1,1,Female,53,2,51,Southampton,2,C,Mrs,53
1,1,Male,36,0,26,Southampton,0,E,Mr,36
1,3,Female,32,0,7,Queenstown,0,H,Miss,96
0,3,Male,16,0,8,Southampton,0,H,Mr,48
0,3,Male,19,0,14,Southampton,0,H,Mr,57
1,2,Female,34,0,13,Southampton,0,H,Miss,68
1,1,Female,39,1,55,Southampton,1,E,Mrs,39
0,3,Female,21,1,14,Cherbourg,1,H,Mrs,63
1,3,Male,32,0,7,Southampton,0,H,Mr,96
1,2,Female,25,1,30,Southampton,2,H,Miss,50
1,1,Female,39,1,110,Cherbourg,2,C,Mrs,39
0,2,Male,54,0,26,Southampton,0,H,Mr,108
0,1,Male,36,0,40,Cherbourg,0,A,Mr,36
0,3,Male,16,0,8,Cherbourg,0,H,Mr,48
1,1,Female,18,0,79,Southampton,2,E,Miss,18
0,2,Male,47,0,15,Southampton,0,H,Mr,94
1,1,Male,60,1,79,Cherbourg,2,B,Mr,60
0,3,Male,22,0,8,Southampton,0,H,Mr,66
0,3,Male,29,0,8,Southampton,0,H,Mr,87
0,3,Male,35,0,7,Southampton,0,H,Mr,105
1,1,Female,52,1,78,Cherbourg,1,D,Mrs,52
0,3,Male,47,0,7,Southampton,0,H,Mr,141
0,3,Female,28,0,7,Queenstown,2,H,Miss,84
0,2,Male,37,1,26,Southampton,1,H,Mr,74
0,3,Male,36,1,24,Southampton,2,H,Mr,108
1,2,Female,19,0,33,Southampton,0,H,Miss,38
0,3,Male,49,0,0,Southampton,0,H,Mr,147
0,3,Male,16,0,7,Cherbourg,0,H,Mr,48
1,1,Male,49,1,56,Cherbourg,1,A,Rare,49
1,2,Female,24,2,27,Southampton,3,H,Mrs,48
0,3,Male,29,0,7,Southampton,0,H,Mr,87
0,1,Male,24,0,42,Southampton,0,H,Mr,24
0,3,Male,44,0,8,Southampton,0,H,Mr,132
1,1,Male,35,0,26,Cherbourg,0,H,Mr,35
0,3,Male,36,1,15,Southampton,1,H,Mr,108
0,3,Male,30,0,7,Southampton,0,H,Mr,90
1,1,Male,27,0,30,Southampton,0,H,Mr,27
1,2,Female,22,1,41,Cherbourg,3,H,Mrs,44
1,1,Female,40,0,153,Southampton,0,C,Miss,40
0,3,Female,39,1,31,Southampton,6,H,Mrs,117
0,3,Male,42,0,7,Southampton,0,H,Mr,126
1,3,Female,37,1,15,Queenstown,1,H,Miss,111
0,3,Male,27,0,7,Queenstown,0,H,Mr,81
0,3,Male,35,0,8,Southampton,0,H,Mr,105
1,2,Female,24,1,65,Southampton,3,H,Miss,48
0,3,Male,34,1,14,Southampton,2,H,Mr,102
0,3,Female,26,1,16,Southampton,1,H,Mrs,78
1,2,Female,4,2,39,Southampton,3,F,Miss,8
0,2,Male,26,0,10,Southampton,0,H,Mr,52
0,3,Male,27,1,14,Cherbourg,1,H,Mr,81
1,1,Male,42,1,52,Southampton,1,D,Mr,42
1,3,Male,20,1,15,Cherbourg,2,H,Mr,60
0,3,Male,21,0,7,Southampton,0,H,Mr,63
0,3,Male,21,0,16,Southampton,0,H,Mr,63
0,1,Male,61,0,32,Southampton,0,D,Mr,61
0,2,Male,57,0,12,Queenstown,0,H,Rare,114
1,1,Female,21,0,77,Southampton,0,D,Miss,21
0,3,Male,26,0,7,Southampton,0,H,Mr,78
0,3,Male,18,0,7,Queenstown,0,H,Mr,54
1,1,Male,80,0,30,Southampton,0,A,Mr,80
0,3,Male,51,0,7,Southampton,0,H,Mr,153
1,1,Male,32,0,30,Cherbourg,0,B,Rare,32
0,1,Male,29,0,0,Southampton,0,H,Mr,29
0,3,Female,9,3,27,Southampton,5,H,Miss,27
1,2,Female,28,0,13,Southampton,0,H,Miss,56
0,3,Male,32,0,7,Southampton,0,H,Mr,96
0,2,Male,31,1,26,Southampton,2,H,Mr,62
0,3,Female,41,0,39,Southampton,5,H,Mrs,123
0,3,Male,19,1,16,Southampton,1,H,Mr,57
0,3,Male,20,0,7,Southampton,0,H,Mr,60
1,1,Female,24,0,69,Cherbourg,0,B,Miss,24
0,3,Female,2,3,27,Southampton,5,H,Miss,6
1,3,Male,30,0,56,Southampton,0,H,Mr,90
1,3,Female,0,2,19,Cherbourg,3,H,Miss,0
1,1,Male,48,1,76,Cherbourg,1,D,Mr,48
0,3,Male,19,0,7,Southampton,0,H,Mr,57
1,1,Male,56,0,35,Cherbourg,0,A,Rare,56
0,3,Male,21,0,7,Southampton,0,H,Mr,63
1,3,Female,23,0,7,Southampton,0,H,Miss,69
0,3,Male,17,0,7,Southampton,0,H,Mr,51
1,2,Female,18,0,23,Southampton,1,H,Miss,36
0,3,Male,21,0,8,Southampton,0,H,Mr,63
1,3,Female,39,0,7,Queenstown,0,H,Miss,117
0,3,Female,18,0,6,Queenstown,0,H,Miss,54
0,2,Male,24,2,73,Southampton,2,H,Mr,48
0,3,Male,33,0,7,Southampton,0,H,Mr,99
0,3,Female,32,1,15,Queenstown,2,H,Mrs,96
0,2,Male,23,0,13,Southampton,0,H,Mr,46
0,1,Male,58,0,113,Cherbourg,2,D,Mr,58
1,1,Male,50,2,133,Southampton,2,H,Rare,50
0,3,Male,40,0,7,Cherbourg,0,H,Mr,120
0,1,Male,47,0,25,Southampton,0,E,Mr,47
0,3,Male,36,0,7,Southampton,0,H,Mr,108
1,3,Male,20,1,7,Southampton,1,H,Mr,60
0,2,Male,32,2,73,Southampton,2,H,Mr,64
0,2,Male,25,0,13,Southampton,0,H,Mr,50
0,3,Male,34,0,7,Southampton,0,H,Mr,102
0,3,Male,43,0,8,Southampton,0,H,Mr,129
1,1,Female,30,1,52,Southampton,1,C,Mrs,30
1,2,Female,40,1,39,Southampton,2,H,Mrs,80
0,1,Male,31,1,52,Southampton,1,B,Mr,31
0,2,Male,70,0,10,Southampton,0,H,Mr,140
1,2,Male,31,0,13,Southampton,0,H,Mr,62
0,2,Male,15,0,0,Southampton,0,H,Mr,30
0,3,Male,18,0,7,Southampton,0,H,Mr,54
0,3,Male,24,0,8,Southampton,0,H,Mr,72
1,3,Female,18,0,9,Southampton,0,H,Miss,54
0,3,Female,43,1,46,Southampton,7,H,Mrs,129
1,1,Male,36,0,512,Cherbourg,1,B,Mr,36
0,3,Female,21,0,8,Queenstown,0,H,Miss,63
1,1,Male,27,0,76,Cherbourg,0,D,Mr,27
0,3,Male,20,0,9,Southampton,0,H,Mr,60
0,3,Male,14,5,46,Southampton,7,H,Mr,42
0,2,Male,60,1,39,Southampton,2,H,Mr,120
0,2,Male,25,1,41,Cherbourg,3,H,Mr,50
0,3,Male,14,4,39,Southampton,5,H,Mr,42
0,3,Male,19,0,10,Southampton,0,H,Mr,57
0,3,Male,18,0,7,Southampton,0,H,Mr,54
1,1,Female,15,0,211,Southampton,1,B,Miss,15
1,1,Male,31,1,57,Southampton,1,B,Mr,31
1,3,Female,4,0,13,Cherbourg,1,H,Miss,12
1,3,Male,26,0,56,Southampton,0,H,Mr,78
0,3,Male,25,0,7,Cherbourg,0,H,Mr,75
0,1,Male,60,0,26,Southampton,0,H,Rare,60
0,2,Male,52,0,13,Southampton,0,H,Mr,104
0,3,Male,44,0,8,Southampton,0,H,Mr,132
1,3,Female,15,0,7,Queenstown,0,H,Miss,45
0,1,Male,49,1,110,Cherbourg,2,C,Mr,49
0,3,Male,42,0,7,Southampton,0,F,Mr,126
1,1,Female,18,1,227,Cherbourg,1,C,Mrs,18
1,1,Male,35,0,26,Southampton,0,E,Mr,35
0,3,Female,18,0,14,Cherbourg,1,H,Miss,54
0,3,Male,25,0,7,Queenstown,0,H,Mr,75
0,3,Male,26,1,7,Southampton,1,H,Mr,78
0,2,Male,39,0,26,Southampton,0,H,Mr,78
1,2,Female,45,0,13,Southampton,0,H,Mrs,90
1,1,Male,42,0,26,Southampton,0,E,Mr,42
1,1,Female,22,0,151,Southampton,0,H,Miss,22
1,3,Male,42,1,15,Cherbourg,2,H,Master,126
1,1,Female,24,0,49,Cherbourg,0,C,Miss,24
0,1,Male,33,0,26,Southampton,0,C,Mr,33
1,1,Male,48,1,52,Southampton,1,C,Mr,48
0,3,Male,29,0,9,Southampton,0,H,Mr,87
0,2,Male,52,0,13,Southampton,0,H,Mr,104
0,3,Male,19,0,7,Southampton,0,F,Mr,57
1,1,Female,38,0,227,Cherbourg,0,C,Miss,38
1,2,Female,27,0,10,Southampton,0,E,Miss,54
0,3,Male,23,0,15,Queenstown,0,H,Mr,69
0,3,Male,33,0,7,Southampton,0,H,Mr,99
1,2,Female,6,0,33,Southampton,1,H,Miss,12
0,3,Male,17,1,7,Southampton,1,H,Mr,51
0,2,Male,34,0,13,Southampton,0,H,Mr,68
0,2,Male,50,0,13,Southampton,0,H,Mr,100
1,1,Male,27,1,53,Southampton,1,E,Mr,27
0,3,Male,20,0,8,Southampton,0,H,Mr,60
1,2,Female,30,3,21,Southampton,3,H,Mrs,60
1,3,Female,28,0,7,Queenstown,0,H,Miss,84
0,2,Male,25,1,26,Southampton,1,H,Mr,50
0,3,Female,25,1,7,Southampton,1,H,Miss,75
1,1,Female,29,0,211,Southampton,0,B,Miss,29
0,3,Male,11,0,18,Cherbourg,0,H,Mr,33
0,2,Male,35,0,0,Southampton,0,H,Mr,70
0,2,Male,23,0,13,Southampton,0,H,Mr,46
0,2,Male,23,0,13,Southampton,0,H,Mr,46
0,3,Male,28,0,16,Southampton,0,H,Mr,84
0,3,Female,48,1,34,Southampton,4,H,Mrs,144
1,1,Male,35,0,512,Cherbourg,0,B,Mr,35
0,3,Male,15,0,7,Southampton,0,H,Mr,45
0,3,Male,42,0,7,Southampton,0,H,Mr,126
1,1,Male,20,0,30,Southampton,0,D,Mr,20
0,1,Male,36,1,78,Southampton,1,C,Mr,36
1,1,Female,21,2,262,Cherbourg,4,B,Miss,21
0,3,Male,24,1,16,Southampton,1,H,Mr,72
1,3,Male,31,0,7,Southampton,0,H,Mr,93
0,1,Male,70,1,71,Southampton,2,B,Rare,70
0,3,Male,16,1,20,Southampton,2,H,Mr,48
1,2,Female,30,0,13,Southampton,0,H,Miss,60
0,1,Male,19,1,53,Southampton,1,D,Mr,19
0,3,Male,31,0,7,Queenstown,0,H,Mr,93
1,2,Female,4,1,23,Southampton,2,H,Miss,8
1,3,Male,6,0,12,Southampton,1,E,Master,18
0,3,Male,33,0,9,Southampton,0,H,Mr,99
0,3,Male,23,0,7,Southampton,0,H,Mr,69
1,2,Female,48,1,65,Southampton,3,H,Mrs,96
1,2,Male,0,1,14,Southampton,2,H,Master,0
0,3,Male,28,0,7,Southampton,0,H,Mr,84
0,2,Male,18,0,11,Southampton,0,H,Mr,36
0,3,Male,34,0,8,Southampton,0,H,Mr,102
1,1,Female,33,0,86,Southampton,0,B,Rare,33
0,3,Male,29,0,14,Southampton,0,H,Mr,87
0,3,Male,41,0,7,Southampton,0,H,Mr,123
1,3,Male,20,0,7,Cherbourg,0,H,Mr,60
1,1,Female,36,1,120,Southampton,3,B,Mrs,36
0,3,Male,16,0,7,Southampton,0,H,Mr,48
1,1,Female,51,1,77,Southampton,1,D,Mrs,51
0,1,Male,19,0,39,Cherbourg,0,H,Rare,19
0,3,Female,30,0,7,Queenstown,0,H,Miss,90
0,3,Male,38,1,24,Queenstown,1,H,Mr,114
0,3,Male,32,0,8,Southampton,0,H,Mr,96
0,3,Male,24,0,9,Southampton,0,H,Mr,72
0,3,Male,48,0,7,Southampton,0,H,Mr,144
0,2,Female,57,0,10,Southampton,0,E,Mrs,114
0,3,Male,17,0,7,Cherbourg,0,H,Mr,51
1,2,Female,54,1,23,Southampton,4,H,Mrs,108
0,3,Male,18,0,7,Southampton,0,H,Mr,54
0,3,Male,38,0,7,Queenstown,0,F,Mr,114
1,3,Female,5,0,12,Southampton,0,H,Miss,15
0,3,Male,37,0,7,Queenstown,0,H,Mr,111
1,1,Female,43,0,211,Southampton,1,B,Mrs,43
1,3,Female,13,0,7,Cherbourg,0,H,Miss,39
1,1,Female,17,1,57,Southampton,1,B,Mrs,17
0,1,Male,29,0,30,Southampton,0,D,Mr,29
0,3,Male,30,1,23,Southampton,3,H,Mr,90
0,3,Male,25,0,7,Southampton,0,H,Mr,75
0,3,Male,25,0,7,Southampton,0,H,Mr,75
1,3,Female,18,0,7,Southampton,0,H,Miss,54
0,3,Male,8,4,29,Queenstown,5,H,Master,24
1,3,Male,1,1,20,Southampton,3,H,Master,3
0,1,Male,46,0,79,Cherbourg,0,B,Mr,46
0,3,Male,20,0,7,Queenstown,0,H,Mr,60
0,2,Male,16,0,26,Southampton,0,H,Mr,32
0,3,Female,18,8,69,Southampton,10,H,Miss,54
0,1,Male,17,0,30,Cherbourg,0,H,Mr,17
0,3,Male,25,0,7,Southampton,0,H,Mr,75
0,2,Male,39,0,13,Southampton,0,H,Mr,78
1,1,Female,49,0,25,Southampton,0,D,Rare,49
1,3,Female,31,0,8,Southampton,0,H,Mrs,93
0,3,Male,30,0,7,Cherbourg,0,H,Mr,90
0,3,Female,30,1,24,Southampton,2,H,Mrs,90
0,2,Male,34,0,13,Southampton,0,H,Mr,68
1,2,Female,31,1,26,Southampton,2,H,Mrs,62
1,1,Male,11,1,120,Southampton,3,B,Master,11
1,3,Male,0,0,8,Cherbourg,1,H,Master,0
1,3,Male,27,0,6,Southampton,0,H,Mr,81
0,3,Male,31,0,7,Southampton,0,H,Mr,93
0,1,Male,39,0,0,Southampton,0,A,Mr,39
0,3,Female,18,0,7,Southampton,0,H,Miss,54
0,2,Male,39,0,13,Southampton,0,H,Mr,78
1,1,Female,33,1,53,Southampton,1,E,Mrs,33
0,3,Male,26,0,7,Southampton,0,H,Mr,78
0,3,Male,39,0,24,Southampton,0,H,Mr,117
0,2,Male,35,0,10,Southampton,0,H,Mr,70
0,3,Female,6,4,31,Southampton,6,H,Miss,18
0,3,Male,30,0,8,Southampton,0,H,Mr,90
0,1,Male,25,0,0,Southampton,0,B,Mr,25
0,3,Female,23,0,7,Southampton,0,H,Miss,69
0,2,Male,31,1,37,Cherbourg,2,H,Mr,62
0,3,Male,43,0,6,Southampton,0,H,Mr,129
0,3,Male,10,3,27,Southampton,5,H,Master,30
1,1,Female,52,1,93,Southampton,2,B,Mrs,52
1,3,Male,27,0,8,Southampton,0,H,Mr,81
0,1,Male,38,0,0,Southampton,0,H,Rare,38
1,3,Female,27,0,12,Southampton,1,E,Mrs,81
0,3,Male,2,4,39,Southampton,5,H,Master,6
0,3,Male,15,0,6,Queenstown,0,H,Mr,45
0,3,Male,19,0,56,Southampton,0,H,Mr,57
1,2,Male,1,0,37,Cherbourg,2,H,Master,2
1,3,Male,27,0,7,Queenstown,0,H,Mr,81
1,1,Female,62,0,80,Southampton,0,B,Mrs,62
1,3,Female,15,1,14,Cherbourg,1,H,Mrs,45
1,2,Male,0,1,18,Southampton,2,H,Master,0
0,3,Male,31,0,7,Cherbourg,0,H,Mr,93
0,3,Male,23,0,7,Southampton,0,H,Mr,69
0,3,Male,18,0,8,Southampton,0,H,Mr,54
1,1,Female,39,1,83,Cherbourg,2,E,Miss,39
0,3,Male,21,0,8,Southampton,0,H,Mr,63
0,3,Male,20,0,8,Southampton,0,H,Mr,60
1,3,Male,32,0,56,Southampton,0,H,Mr,96
1,1,Male,18,0,29,Cherbourg,0,C,Mr,18
0,3,Male,20,0,7,Southampton,0,H,Mr,60
0,2,Male,16,0,10,Southampton,0,H,Mr,32
1,1,Female,30,0,31,Cherbourg,0,H,Miss,30
0,3,Male,34,0,6,Cherbourg,0,H,Mr,102
0,3,Male,17,0,8,Southampton,0,H,Mr,51
0,3,Male,42,0,7,Southampton,0,H,Mr,126
0,3,Male,27,8,69,Southampton,10,H,Mr,81
0,3,Male,35,0,7,Cherbourg,0,H,Mr,105
0,2,Male,28,0,33,Southampton,1,H,Rare,56
1,1,Female,19,1,89,Cherbourg,1,C,Mrs,19
0,3,Male,4,4,31,Southampton,6,H,Master,12
0,3,Male,74,0,7,Southampton,0,H,Mr,222
0,3,Female,9,1,15,Cherbourg,2,H,Miss,27
1,1,Female,16,0,39,Southampton,1,D,Miss,16
0,2,Female,44,1,26,Southampton,1,H,Mrs,88
1,3,Female,18,0,9,Southampton,1,H,Mrs,54
1,1,Female,45,1,164,Southampton,2,H,Mrs,45
1,1,Male,51,0,26,Southampton,0,E,Mr,51
1,3,Female,24,0,19,Cherbourg,3,H,Mrs,72
0,3,Male,37,0,7,Cherbourg,0,H,Mr,111
0,3,Male,41,2,14,Southampton,2,H,Mr,123
0,2,Male,21,1,11,Southampton,1,H,Mr,42
1,1,Female,48,0,25,Southampton,0,D,Mrs,48
0,3,Female,39,8,69,Southampton,10,H,Miss,117
0,2,Male,24,0,13,Southampton,0,H,Mr,48
1,2,Female,42,0,13,Southampton,0,H,Mrs,84
1,2,Female,27,1,13,Cherbourg,1,H,Miss,54
0,1,Male,31,0,50,Southampton,0,A,Mr,31
0,3,Male,43,0,9,Southampton,0,H,Mr,129
1,3,Male,4,1,11,Southampton,2,H,Master,12
0,3,Male,26,0,7,Southampton,0,H,Mr,78
1,1,Female,47,1,52,Southampton,2,D,Mrs,47
0,1,Male,33,0,5,Southampton,0,B,Mr,33
0,3,Male,47,0,9,Southampton,0,H,Mr,141
1,2,Female,28,1,24,Cherbourg,1,H,Mrs,56
1,3,Female,15,0,7,Cherbourg,0,H,Miss,45
0,3,Male,20,0,9,Southampton,0,H,Mr,60
0,3,Male,19,0,7,Southampton,0,H,Mr,57
0,3,Male,37,0,7,Southampton,0,H,Mr,111
1,1,Female,56,0,83,Cherbourg,1,C,Mrs,56
1,2,Female,25,0,26,Southampton,1,H,Mrs,50
0,3,Male,33,0,7,Southampton,0,H,Mr,99
0,3,Female,22,0,10,Southampton,0,H,Miss,66
0,2,Male,28,0,10,Southampton,0,H,Mr,56
0,3,Male,25,0,7,Southampton,0,H,Mr,75
0,3,Female,39,0,29,Queenstown,5,H,Mrs,117
0,2,Male,27,0,13,Southampton,0,H,Rare,54
1,1,Female,19,0,30,Southampton,0,B,Miss,19
0,3,Female,22,1,23,Southampton,3,H,Miss,66
1,1,Male,26,0,30,Cherbourg,0,C,Mr,26
0,3,Male,32,0,7,Queenstown,0,H,Mr,96
